partid,sich1d,sich2d,sich3d,sich4r,nati1d,nati2r,nati3d,nati4d,simi1d,simi2d,simi3r,simi4d,trutm1,trutm2,trutm3,trunm1,trunm2,trunm3,atnucl,atther,athydr,atgeot,atwind,trugo1,trugo2,trugo3,truco1,truco2,truco3,expval,expsrc,ttext1,ttext2,ttext3,ehydr1,ehydr2,ehydr3,ehydr4,ehydr5,ehydr6,ehydr7,ehydr8,acnucl,acther,achydr,acgeot,acwind,gender,ethnic,ageyea,edupar,polori,source
5,0,2,1,2,3,-3,1,2,2,2,1,0,1,1,1,1,1,1,1,2,-2,2,2,1,2,0,0,1,1,1,1,2,2,1,-2,1,0,-3,-3,-3,-3,-3,1,1,-3,1,1,1,5,18,1,-1,401
4,1,-2,-2,1,3,-3,-1,1,2,1,-2,2,-3,-1,0,0,3,-1,1,-3,-2,3,3,1,1,1,-1,-3,-3,1,1,0,0,-1,-1,1,1,-3,2,1,1,-1,-2,-2,1,3,3,1,2,21,2,-3,401
3,2,2,1,0,1,-3,0,-1,1,2,1,-1,2,2,2,2,2,2,-1,-1,3,3,3,0,0,0,1,-1,-1,1,1,1,2,2,3,2,0,-2,0,-1,-1,0,-2,0,3,3,3,1,3,18,6,-1,401
2,2,2,2,2,1,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-3,-3,-3,2,2,-2,-2,-2,-3,-3,-3,1,1,2,2,2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-1,2,2,1,4,21,3,0,401
1,1,2,1,-1,3,-2,0,0,-2,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,2,0,2,-1,-1,0,0,0,0,0,0,1,0,-1,-2,1,0,-3,-3,-3,-2,-1,0,0,0,0,2,1,5,18,2,0,401
10,3,3,2,0,1,-2,-1,-2,0,3,0,0,2,2,2,2,2,2,2,-3,-2,0,3,-3,-2,-2,-2,-2,-2,1,1,-1,0,0,1,0,0,-1,-1,-1,-1,-3,0,-3,-2,0,3,1,4,25,5,0,401
9,2,3,2,3,2,-2,1,2,1,1,0,2,1,1,0,0,0,0,-2,-1,-2,0,3,0,-1,0,0,0,0,1,1,2,2,2,-1,2,1,-3,-2,-1,-1,-2,-2,0,-2,0,2,1,5,17,2,2,401
70,2,2,2,2,2,-2,1,1,2,2,1,-1,2,2,2,2,2,2,-2,1,-1,2,3,1,1,1,1,0,0,1,1,1,1,1,-2,2,-2,-2,2,-2,-1,-2,-3,-1,-1,-1,2,1,4,18,3,-1,401
71,2,2,0,0,3,-3,1,1,1,0,-1,-2,3,2,1,2,2,3,-2,-2,0,0,3,0,0,0,0,0,0,0,1,1,0,1,-3,3,3,-3,0,-3,-3,-3,-3,-3,-3,0,3,1,4,18,5,0,401
72,3,3,2,1,2,-2,0,0,2,2,2,1,3,3,1,0,0,0,-2,2,2,-2,3,2,2,2,2,2,2,1,0,2,2,2,-3,0,2,-3,0,-2,-2,-1,-3,1,2,-3,3,1,4,18,3,0,401
73,3,2,3,-2,2,-2,0,0,1,1,-1,1,0,0,0,0,0,-1,3,2,2,2,2,2,2,2,3,3,3,-1,0,2,2,2,0,3,3,-2,2,-1,-2,-3,2,2,2,2,2,1,4,18,2,3,401
74,2,1,2,1,3,-2,3,-1,-1,0,-2,-1,2,2,1,0,0,0,-3,0,2,2,2,-2,-2,-2,-3,-3,-3,0,1,0,-1,-1,-2,-1,-2,-2,-2,-3,0,-1,-3,-1,0,0,1,1,5,23,3,-1,401
75,2,1,2,2,3,-3,0,1,-2,-1,1,-2,2,3,2,2,2,3,-1,-1,1,2,3,3,3,3,2,1,0,1,0,3,3,3,0,2,3,2,1,1,0,0,0,0,1,2,3,1,4,20,2,3,401
76,-1,1,-2,-2,0,-3,-3,0,1,2,2,2,-3,-3,-3,0,2,0,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-1,0,2,1,2,-3,0,-2,-3,0,-3,-2,-3,-3,-3,-3,-3,1,1,2,19,2,-3,401
77,2,1,2,-1,2,-1,2,1,2,1,1,-1,2,2,2,1,1,1,-1,-1,-1,0,2,-1,-1,-1,-1,-2,-2,0,1,1,1,1,0,1,-1,-2,1,2,1,-1,-1,-1,-1,0,2,1,6,19,2,-1,401
78,1,1,0,-1,2,-1,0,0,0,2,-1,1,0,0,0,0,0,0,-3,-1,1,1,3,-2,-2,-2,-2,-2,-2,-1,0,3,3,3,3,3,1,-3,-3,-3,-3,-3,-3,0,-3,2,3,1,6,19,2,-1,401
79,2,2,1,-1,3,-3,-1,-1,2,3,0,0,2,2, ,0,0,0,-1,0,-1,1,0,1,1,2,2,0,0,1,0,-2,2,3,1,2,2,1,1,1,1,1,-3,1,1,1,1,1,5,19,5,0,401
80,3,2,2,-1,3,-3,2,-2,3,3,2,0,1,1,0,0,0,2,-3,1,1,0,2,-2,1,-2,-3,-3,-3,-1,0,-1,0,-2,-1,2, ,2,0,1, ,-2,-3,-1,2,0,3,1,6,20,5,0,401
81,1,1,1,1,0,-3,-2,-3,1,0,0,1,-2,0,-1,0,1,2,-3,-3,-3,3,3,-1,-1,0,0,0,0,0,1,0,0,-1,0,1,-1,-3,0,-2,-1,-3,-3,-3,-3,2,3,1,4,20,5,-2,401
82,3,3,3,1,2,-3,0,0,0,0,1,-2,0,0,0,0,0,0,-1,-2,-3,-2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,1,4,19,4,0,401
83,2,1,1,2,3,-3,0,1,2,3,3,-2,1,1,2,1,1,2,-3,2,2,1,3,-3,-1,-3,-2,-3,-3,1,0,2,2,1,-3,2,-3,-3,2,-3,-3,-3,-3,1,-3,2,2,1,4,30,2,0,401
84,1,1,-2,-1,3,-3,-1,-2,-3,2,-2,-3,2,2,1,1,1,-3,-3,-3,-3,3,3,-2,1,-3,-3,-3,-3,1,0,-2,-2,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,1,4,21,1,0,401
85,2,2,1,2,3,-2,1,0,1,1,0,-1,1,0,-1,0,0,0,-1,0,-1,-1,1,2,2,2,1,0,0,-1,0,2,1,1,0,-1,0,-2,-1,-3,-1,0,0,-1,-1,0,0,1,4,21,1,2,401
86,2,2,3,-1,3,-2,2,2,2,2,0,2,2,2,2,0,0,2,0,1,2,2,3,2,2,2,1,0,0,-1,0,2,2,1,-1,1,1,-2,-1,0,-1,-1,-2,-2,-1,0,2,1,3,20,2, ,401
88,0,1,1,1,2,-2,-1,-1,1,1,2,1,-3,-2,-2,1,1,1,-2,0,-2,0,2,-1,-1,-1,1,0,0,1,0,2,2,2,-2,2,-1,-2,1,-1,0,-2,-3,-2,-2,0,2,1,4,20,3,0,401
89,1,1,1,1,0,-3,-2,0,2,2,2,-2,2,2,1,0,0,0,-3,-2,0,3,3,0,-1,0,-3,-3,-3,0,1,0,-1,-1,0,1,0,-2,-2,-1,-1,0,-3,-3,-2,0,3,1,4,22,2,-1,401
90,2,0,-3,0,3,2,-3,1,-3,0,1,-3,2,1,0,0,0,-2,-3,-3,-1,1,3,-2,-2,-2,1,-2,-2,0,1,-2,-3,-3,-2,2,2,-3,-3,-2,-2,-2,-3,-3,-1,-1,3,1,5,20,2,0,401
91,2,3,3,2,3,-3,-1,0,0,0,-1,0,-3,-3,-3,0,0,3,-3,0,0,3,3,2,2,0,3,0,0,1,0,2,2,2,-3,3,0,-3,-3,-3,-2,-3,-3,-3,-3,3,3,1,5,20,2,0,401
92,3,2,1,2,2,-2,2,1,2,2,0,-3,3,2,3,2,2,2,-3,-2,-2,3,3,1,1,1,2,-3,-3,-1,0, , ,3,-3,2,2,-3,1,-3,0,-3,-3,-2,-2,1,3,1,6,20,3,2,401
93,0,1,0,-1,3,-2,0,-1,0,0,1,-2,1,1,0,-2,-2,-2,-3,-3,1,1,3,1,1,0,-2,-3,-3,-1,0,2,2,2,-2,0,-1,-3,0,-1,-1,-2,-3,-3,-2,3,3,1,4,20,3,1,401
94,3,2,2,-1,3,-1,1,2,3,3,3,3,-1,-1,0,0,0,0,-1,-3,-3,3,3,-3,-3,-3,-3,-3,-3,1,0,1,2,-1,-3,-1,0,-3,-3,-3,-3,-3,-3,-3,0,3,3,1,3,18,1,-1,401
96,2,2,-2,-2,2,0,-2,-2,0,-2,0,-2,3,-3,-3,0,0,-3,0,-3,3,3,3,0,-3,2,-1,3,1,1,0,2,2,2,3,3,3,-1,0,2,0,-1,-3,-3,3,3,3,1,6,21,6,-3,401
97,2,2,1,0,1,-2,0,-1,0,0,-1,-2,3,2,2,0,0,2,-2,-1,2,2,2,2,1,1,-1,0,0,0,1,1,1,1,0,1,2,-1,-1,0,0,0,-2,1,2,0,2,1,4,20,3,2,401
98,2,2,1,2,2,-3,2,2,2,3,-2,1,3,2,1,1,1,1,-3,2,2,2,2,-1,-1,-1,-1,-1,-1,1,0,2,2,0,-2,2,1,-2,-2,-1,-2,-2,-3,2,2,2,2,1,6,17,5,-3,401
99,3,1,-1,2,2,-3,0,-2,-1,3,-1,-2,1,1,0,-1,0,0,-3,-3,-3,1,3,2,2,1,-1,-3,-3,-1,0,-1,-2,3,-3,1,-3,-3,-1,-2,-3,-3,-3,-3,-3,1,3,1,4,20,2,0,401
100,3,2,2,2,3,-3,0,-2,1,1,1,0, , , , , ,3,-3,-3,-1,3,3,0,0,0,0,0,0,1,0,0,0,0,1,3,-1,-3,-3,-3,-2,-3,-3,-3,-3,1,3,1,5,18,3,0,401
101,2,2,1,2,3,-2,1,-1,1,1,2,-1,2,2,1,0,0,0,-3,-2,-1,2,2,0,-2,-2,-2,-2,-2,1,0,2,2,2,-2,-1,1,-3,-2,-1,-2,-2,-3,-2,-2,0,1,1,1,19,2,0,401
102, ,-3,-3,-1,0,0,-3,-3,3,3,3,3,0,0,0,0,0,0,-3,-3,-3,-3,3,-3,1,-3,-1,-3,-3,0,1,-3,-3,-3,-2,3,2,-3,0,-3,-3,-3,-3,-3,-3,-3,3,1,1,19,2,-1,401
104,3,2,2,2,3,-3,2,0,0,0,0,-1,0,0,0,0,0,1,-3,-2,-2,1,2,-2,-2,-2,-2,-2,-2,0,1,0,-1,-1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-1,2,1,4,18,2,-3,401
105,-3,-1,-3,-2,3,-1,1,1,1,-3,0,1,-3,-3,-3,-3,-3,-3,-3,1,1,1,3,-3,-3,-3,-3,-3,-3,-1,0,0,0,0,-3,3,2,-2,0,-3,0,0,-3,1,2,2,2,1,4,23,4,-1,401
106,2,3,2,2,3,-3,1,2,0,3,-2,-2,3,3,2,2,2,2,-1,0,2,-1,3,2,2,3,2,2,2,0,1,2,2,2,3,3,2,-3,2,2,2,3,-2,0,3,0,3,1,4,18,5,1,401
107,-3,-3,-2,-1,3,-3,-2,-1,-3,-3,-1,-2,2,0,0,0,0,0,-3,2,3,3,3,-3,-3,-3,-3,-3,-3,-1,0,-1,-1,1,-2,3,3,-1,3,-1,-1,-1,-3,1,3,3,3,1,5,22,2,2,401
108,2,2,1,2,0,-2,0,0,1,1,1,0,0,0,0,0,0,0,-3,3,2,2,2,1,1,1,2,2,2,1,0,1,0,1,-2,2,-2,-3,1,-3,-3,-3,-3,-1,-3,-2,-1,1,4,19,2,-2,401
109,-1,1,0,0,-2,-2,-2,0,0,2,2,0,-3,-2,0,0,1,0,-3,-3,-2,0,2,-3,-3,-3,-2,-3,-3,-1,0,1,1,0,-2,0,-3,-3,-2,-2,-3,-3,-3,-3,-3,0,2,0,5,18,6,-2,401
110,2,3,2,2,3,-2,0,0,2,3,3,0,-2,-1, ,0,2,2,-1,-2,-1,3,3,1,-1,0,-2,-3,-2,-1,0,1,-2,-2,-2,1,-2,-3,2,-2,-2,1,-3,-3,-2,2,2,1,2,20,3,-1,401
111,2,2,2,0,0,-3,-3,-3,3,3,3,-1,-3,0,-3,0,0,0,-3,-1,-2,-3,3,-3,-2,-3,-2,-2,-3,1,0,-2,-2,-2,-3,2,-2,-3,-2,-3,-3,-3,-3,0,-3,0,3,1,4,18,2,0,401
112,1,1,2,2,3,-2,-1,-1,1,2,1,-2,-1,-1,-1,0,0,0,-3,-3,-2,3,3,-3,-2,-3,-2,-3,-3,1,0,1,0,1,-2,0,1,-3,-3,-2,-3,-3,-3,-3,-2,3,3,1,5,20,2,-2,401
113,1,1,-2,-1,3,-3,1,-1,-1,-2,-2,-1,-2,-2,-1,-1,-1,-2,-2,1,2,2,2,1,1,-2,-1,-2,-2,0,1,-1,-1,1,-1,1,3,-1,-1,0,2,2,-2,1,2,2,2,1,4,20,2,-1,401
114,-1,-1,0,0,1,1,-2,0,1,2,1,0,-3,-3,-3,0,1,1,-1,-3,-3,0,2,-3,-3,-3,-2,-3,-3,-1,0,2,0,-1,-2,2,0,-3,-3,-2,-3,-3,-2,-3,-3,0,2,1,4,19,2,-2,401
115,2,1,1,0,1,-2,0,-2,0,0,0,-2,-3,-2,-2,0,2,2,-3,-3,-3,1,2,-3,-2,-3,-3,-3,-3,1,0,-2,-2,2,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,1,1,4,19,6,-2,401
116,1,2,1,2,3,0,-1,-1,1,3,3,-1,-2,-2,-2,0,3,3,-3,0,-3,-2,3,-3,-2,-3,-3,-3,-3,-1,0,0,0,0,-3,3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,2,1,3,19,2,-3,401
117,3,2,1,0,2,1,-2,0,0,0,0,0,2,2,1,2,1, ,-3,-3,-3,2,3,1,1,-1,-1,-2,-3,1,0,0,-1,-2,-2,1,1,-2,-3,-3,-3,-3,-3,-3,0,0,3,1,4,20,3,0,401
118,3,3, , ,3,-3,-3,-3,3,3,3,-3,-3,-3,-3, ,3,-3,-3,0,-3,3,3,-3,-3,-3,-3,-3,-3,0,1,-3,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,3,3,1,5,21,3,-3,401
119,3,1,1,0,1,-2,-1,-2,1,2, ,0,0,0,-2,1,1,2,-3,-2,-2,2,3,1,-2,-3,1,-3,-3,-1,0,-3,-1,-2,-3,2,0,-3,-2,-3,-2,-3,-3,-2,0,3,3,0,5,20,5, ,401
120,3,-1,1,2,2,-3,-3,-1,2,3,0,2,0,-1,0,0,0,1,-2,0,-1,2,3,-3,-2,-3,-1,-3,-3,0,1,1,2,1,-2,0,0,-3,-2,-2,0,-3,-3,1,-3,0,3,1,4,19,3, ,401
121,3,1,2,2,2,-2,-2,-2,0,0,1,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,0,3,-3,-3,-3,-3,-3,-3,0,1,-1,-2,-2,1,0,0,-3,0,-2,-2,-3,-3,-3,-2,-2,3,0,5,19,2,0,401
122,-1,-1,-1,0,1,-2,-1,0,1,0,0,0,-3,-2,-2,0,1,0,-3,0,-1,3,3,-3,-3,-3,-2,-3,-3,-1,0,1,0,0,-2,0,0,-3,0,-3,-3,0,-3,0,0,0,0,0,4,19,2, ,401
123,1,0,1,0,1,-1,-3,-1,1,1,1,1,-3,-3,-3,2,3,2,1,-2,-2,3,3,-3,-3,-3,-3,-3,-3,1,0,-1,-1,-2,-2,-1,-2,-3,-3,-2,-2,-3,0,-2,-2,2,2,0,4,18,2,-2,401
124,2,2,1,-1,1,-2,1,0,0,1,0,0,3,3,2,0,0,0,2,-2,0,2,3,-1,-1,0,1,2,-1,0,1,-1,-1,-1,0,1,1,-2,-2,-2,-2,-2,2,-2,2,2,2,1,7,19,6,0,401
125,-3,-2,-3,-3,-3,3,-3,-3,3,3,3,2,-3,-3,-3,-3,3,1,-2,-3,-3,3,3,-3,-3,-3,-3,-3,-3,1,0,2,1,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,2,-3,3,3,0,3,18,6,-3,401
126,0,2,0,0,3,-3,-2,-2,-1,1,1,-2,2,1,1,1,2,2,-2,-2,-2,0,3,0,0,1,0,0,0,1,0,1,0,0,-3,3,-1,-3,-1,-2,-2,-3,-3,-1,-3,-3,1,1,5,19,3,0,401
127,-1,-1,-3,-3,2,-1,-2,0,1,2,1,2,-3,-3, , ,3,0,-2,-3,-3,2,3,-3,-3,-3,-2,-3,-3,-1,0,3,3,3,-3,-2,-3,-3,-2,-3,-3,-3,-3,-2,-2,2,2,1,4,19,2,-2,401
128,-1,1,0,0,-1,-3,0,0,1,2,2,0,-2,-2,-2,1,2,1,-1,-3,-3,1,2,-3,-3,-2,-3,-2,-3,-1,0,1,1,1,0,1,-2,-3,-1,-2,-3,-3,-2,-2,-2,1,1,1,5,19,5,-3,401
129,2,-1,0,0,-1,-3,-3,-1,1,1,1,0,-1,-1,-1,1,1,0,-3,-3,-2,3,3,-3,-3,-2,-2,-3,-3,1,0,-1,-1,-1,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,3,3,1,5,19,3,-1,401
130,2,2,1,0,3,-3,0,0,0,1,1,2,1,1,2,1,2,1,-2,-1,0,0,3,-1,0,1,0,-1,-1,0,1,2,0,-1,-2,2,-2,-3,2,-3,-3,-3,-3,0,-2,0,2,1,4,18,6,0,401
131,2,2,1,1,3,-2, ,0,3,3,-3,2,-3,-1,0,0,0,2,-1,-3,-3,0,3,-3,-2,-3,-3,-3,-3,0,1,-1,-1,-1,0,1,0,-3,0,-2,-2,-3,-3,-3,-3,0,2,1,4,19,5,-2,401
132,3,2,2,0,2,-3,1,0,-2,0,0,-2,-3,-3,-3,0,0,-2,-1,-1,-1,0,3,0,-1,1,1,0,0,1,0,2,2,2,2,2,2,-1,2,0,1,0,-2,2,3,2,3,1,4,20,1,2,401
133,2,2,-1,-1,1,-3,-2,0,1,2,2,-1,-3,-3,-3,2,2,-1,-2,-3,-1,2,3,-3,-3,-3,-3,-3,-3,-1,0,0,-2,-2,-2,2,-2,-3,1,-2,-2,-3,-2,-3,-2,2,3,0,6,27,6,-2,401
134,3,2,0,2,2,-3,0,-1,1,2,1,0,0,0,0,0,0,1,-3,-3,0,1,3,-3,-3,-3,-3,-3,-3,-1,0,1,0,1,-3,2,-2,-3,2,-3,-2,-3,-3,-3,-3,3,3,1,3,19,3,0,401
135,3,3,1,0,0,1,-2,0,2,2,2,0,-3,-3,-3,2,2,1,-3,0,-3,2,3,-3,-3,-3,-1,-3,-3,0,1,-3,-3,-3,0,-2,-3,-3,0,-1,-3,-3,-3,0,-3,2,3,0,3,18,5,-3,401
136,2,2,2,2,2,-3,0,0,0,2,1,-3,1,1,0,0,0,-1,-3,-2,0,0,3,0,0,-1,-3,-3,-3,1,0,-2,-2,-2,-3,2,-2,-3,2,-3,-3,-3,-3,0,-1,0,3,1,4,18,2,0,401
137,2,2,2,0,-1,-3,-1,-1,2,2,2,-2,-1,1,1,2,3,3,-3,-2,-1,2,3,-2,-1,-1,0,-1,-2,0,1,-3,-2,-2,-2,0,1,-3,0,0,-1,-1,-3,-3,-1,2,3,0,5,26,2,-2,401
138,3,1,1,0,3,-3,1,0,-2,0,-2,0,2,0,0,0,0,1,-1,-2,-3,1,3,-1,-2,-2,-3,-3,-3,0,1,-1,-1,-3,1,1,0,-3,1,-2,-1,-3,-3,-3,-1,-2,3,0,4,19,2,0,401
139,3,3,3,2,0,-2,0,2,0,0,0,-1,1,1,0,0,0,2,-3,-3,-2, ,3,-2,-1,-2,0,-3,-3,0,1,1,1,1,2,0,0,-3,-3,-1,-2,-2,-3,-3,-2,0,3,1,4,19,4,-2,401
140,2,2,2,-1,2,-1,-2,0,1,1,0,1,-2,-2,-2,1,2,2,-3,-3,-2,3,3,-3,1,-3,-1,-3,-3,0,1,-2,-2,-2,-2,0,-1,-3,0,-3,-2,-2,-3,-3,-3,2,2,1,4,20,3,-2,401
141,2,1,2,2,2,-1,-2,-2,0,0,-1,-2,-2,-1,-1,1,-1,1,-2,-1,-1,2,2,-1,1,-1,0,-2,-3,1,0,0,-1,0,-1,1,-1,-3,-3,-2,-2,-2,-3,-2,0,0,2,0,5,18,3,-3,401
142,1,0,-1,-1,2,-1,-3,0,1,2,1,0,-3,-3,-3,0,-2,0,-3,0,-1,0,3,-3,-3,-3,-3,-3,-3,1,0,3,3,3,-2,-2,-2,-2,-2,0,-2,-3,-3,-2,-1,0,2,0,5,19,5,-2,401
143,2,2,2,3,0,-3,0,-2,1,1,2,-1,-2,-2,-1,0,0,1,2,2,-3,3,1,-3,1,-3,1, ,-3,-1,0,-2,-3,-3,-3,2,-2,-3,-3,-3,-3,-3,2,2,-3,3,3,1,3,19,5,-1,401
144,-3,-3,-3,-3,-2,2,0,3,0,3,2,-1,0,0,0,0,0,0,1,-3,2,0,0,2,2,2,-1,0,0,-1,0,0,0,0,0,3,3,-1,1,2,2,0,-2,-3,2,0,0,0,4,21,2,3,401
145,1,1,-2,1,0,0,0,0,1,1,2,1,0,-2,0,0,1,1,-3,-3,-3,0,1,-2,-2,-3,-3,-3,-3,-1,0,1,0,-2,-2,1,-2,-3,0,-3,-3,-3,-3,-3,-3,0,0,1,3,19,2,-2,401
146,3,3,2,2,3,-2,-1,0,0,0,0,0,0,0,0,0,0,3,1,2,2,3,3,-1,2,1,1,-1,-1,0,1,-3,-3,-3,-3,-1,-3,-3,-1,-3,-2,-3,0,0,-1,2,3,1,3,21,2,-2,401
147,2,1,-1,2,0,-3,-2,-3,0,-1,0,-2,0,0,0,0,2,2,3,-3,2,2,-2,1,1,2,-3,-3,-3,-1,0,2,2,2,-1,2,2,-3,-2,-3,0,1,2,-3,-2,2,-1,0,5,19,4,0,401
148,-2,-1,-1,-1,-1,-1,-1,0,1,1,0,0,-3,-3,-2,-1,-1,-1,-3,-3,-1,2,-2,-3,-3,-3,-3,-3,-3,1,0,-1,-3,-3,0,0,-2,-3,-2,-2,-2,-3,-3,-3,0,2,-1,1,7,22,2,-2,401
149,2,2,0,-2,3,-3,1,-2,1,2,-1,1,-2,-2,-2,0,0,1,-3,0,-3,-2,2,-3,-3,-3,0,0,0,-1,0,1,-1,-1,-2,1,0,-3,1,-3,-3,-3,-3,1,-3,-3,3,0,3,20,3,-3,401
150,2,2,0,-1,2,-3,-2,0,0,-1,1,0,0,0,0,0,0,2,-3,1,1,1,3,-3,-2,-3,-3,-2,-3,0,1,-2,-2,-2,-2,2,0,-2,-2,-2,-2,-2,-3,-2,-3,-2,3,1,6,20,6,-2,401
152,2,2,1,0,3,-2,-2,-2,1,2,2,-2,3,2,1,1,1,2,-2,-2,-1,0,2,1,2,1,-1,2,1,1,0,2,1,2,-2,2,0,-3,2,-2,-1,-2,-2,-2,-1,1,2,0,5,19,6,0,401
153,2,0,0,1,-1,-3,-2,-2,2,2,2,-1,0,0,0,0,0,2,-3,-1,-1,0,3,-2,-2,-2,-2,-3,-3,1,0,2,-1,0,0,0,-2,-3,0,-3,-3,-3,-3,-2,-2,0,3,0,4,19,2,-2,401
154,0,1,0,0,1,-3,-1,-2,1,3,2,-2,-3,0,0,0,1,2,-3,0,-3,-3,3,-3,-1,-2,-1,-3,-3,1,0,-1,1,-2,-3,1,0,-3,-3,-3,-3,-3,-3,-2,-3,-3,3,1,4,19,5,-1,401
